,Hours,Well,OD600,Sample ID,Medium no. ,Replicate,Medium,Species,Blank
1370,41.486111111111114,C2,0.158,12B,6,B,MM-,Oa from 6ABC,B11
1371,41.986111111111114,C2,0.161,12B,6,B,MM-,Oa from 6ABC,B11
1372,42.486111111111114,C2,0.163,12B,6,B,MM-,Oa from 6ABC,B11
1373,42.986111111111114,C2,0.162,12B,6,B,MM-,Oa from 6ABC,B11
1374,43.486111111111114,C2,0.164,12B,6,B,MM-,Oa from 6ABC,B11
1375,43.986111111111114,C2,0.167,12B,6,B,MM-,Oa from 6ABC,B11
1376,44.486111111111114,C2,0.17,12B,6,B,MM-,Oa from 6ABC,B11
1377,44.986111111111114,C2,0.17,12B,6,B,MM-,Oa from 6ABC,B11
1378,45.486111111111114,C2,0.167,12B,6,B,MM-,Oa from 6ABC,B11
1379,45.986111111111114,C2,0.171,12B,6,B,MM-,Oa from 6ABC,B11
1380,46.486111111111114,C2,0.171,12B,6,B,MM-,Oa from 6ABC,B11
1381,46.986111111111114,C2,0.171,12B,6,B,MM-,Oa from 6ABC,B11
1382,47.486111111111114,C2,0.172,12B,6,B,MM-,Oa from 6ABC,B11
1383,47.986111111111114,C2,0.172,12B,6,B,MM-,Oa from 6ABC,B11
1384,48.486111111111114,C2,0.172,12B,6,B,MM-,Oa from 6ABC,B11
1385,48.986111111111114,C2,0.174,12B,6,B,MM-,Oa from 6ABC,B11
1386,49.486111111111114,C2,0.176,12B,6,B,MM-,Oa from 6ABC,B11
1387,49.986111111111114,C2,0.177,12B,6,B,MM-,Oa from 6ABC,B11
1388,50.486111111111114,C2,0.177,12B,6,B,MM-,Oa from 6ABC,B11
1389,50.986111111111114,C2,0.177,12B,6,B,MM-,Oa from 6ABC,B11
1390,51.486111111111114,C2,0.177,12B,6,B,MM-,Oa from 6ABC,B11
1391,51.986111111111114,C2,0.179,12B,6,B,MM-,Oa from 6ABC,B11
1392,52.486111111111114,C2,0.179,12B,6,B,MM-,Oa from 6ABC,B11
1393,52.986111111111114,C2,0.18,12B,6,B,MM-,Oa from 6ABC,B11
1394,53.486111111111114,C2,0.179,12B,6,B,MM-,Oa from 6ABC,B11
1395,53.986111111111114,C2,0.182,12B,6,B,MM-,Oa from 6ABC,B11
1396,54.486111111111114,C2,0.182,12B,6,B,MM-,Oa from 6ABC,B11
1397,54.986111111111114,C2,0.182,12B,6,B,MM-,Oa from 6ABC,B11
1398,55.486111111111114,C2,0.182,12B,6,B,MM-,Oa from 6ABC,B11
1399,55.986111111111114,C2,0.184,12B,6,B,MM-,Oa from 6ABC,B11
1400,56.486111111111114,C2,0.184,12B,6,B,MM-,Oa from 6ABC,B11
1401,56.986111111111114,C2,0.184,12B,6,B,MM-,Oa from 6ABC,B11
1402,57.486111111111114,C2,0.186,12B,6,B,MM-,Oa from 6ABC,B11
1403,57.986111111111114,C2,0.184,12B,6,B,MM-,Oa from 6ABC,B11
1404,58.486111111111114,C2,0.186,12B,6,B,MM-,Oa from 6ABC,B11
1405,58.986111111111114,C2,0.186,12B,6,B,MM-,Oa from 6ABC,B11
1406,59.486111111111114,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1407,59.986111111111114,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1408,60.486111111111114,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1409,60.986111111111114,C2,0.184,12B,6,B,MM-,Oa from 6ABC,B11
1410,61.486111111111114,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1411,61.986111111111114,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1412,62.486111111111114,C2,0.186,12B,6,B,MM-,Oa from 6ABC,B11
1413,62.986111111111114,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1414,63.486111111111114,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1415,63.986111111111114,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1416,64.48611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1417,64.98611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1418,65.48611111111111,C2,0.186,12B,6,B,MM-,Oa from 6ABC,B11
1419,65.98611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1420,66.48611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1421,66.98611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1422,67.48611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1423,67.98611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1424,68.48611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1425,68.98611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1426,69.48611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1427,69.98611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1428,70.48611111111111,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1429,70.98611111111111,C2,0.186,12B,6,B,MM-,Oa from 6ABC,B11
1430,71.48611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1431,71.98611111111111,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1432,72.48611111111111,C2,0.185,12B,6,B,MM-,Oa from 6ABC,B11
1433,72.98611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1434,73.48611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1435,73.98611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1436,74.48611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1437,74.98611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1438,75.48611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1439,75.98611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1440,76.48611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1441,76.98611111111111,C2,0.187,12B,6,B,MM-,Oa from 6ABC,B11
1442,77.48611111111111,C2,0.188,12B,6,B,MM-,Oa from 6ABC,B11
1443,77.98611111111111,C2,0.19,12B,6,B,MM-,Oa from 6ABC,B11
1444,78.48611111111111,C2,0.189,12B,6,B,MM-,Oa from 6ABC,B11
1445,78.98611111111111,C2,0.19,12B,6,B,MM-,Oa from 6ABC,B11
1446,79.48611111111111,C2,0.189,12B,6,B,MM-,Oa from 6ABC,B11
1447,79.98611111111111,C2,0.19,12B,6,B,MM-,Oa from 6ABC,B11
1448,80.48611111111111,C2,0.191,12B,6,B,MM-,Oa from 6ABC,B11
1449,80.98611111111111,C2,0.192,12B,6,B,MM-,Oa from 6ABC,B11
1450,81.48611111111111,C2,0.192,12B,6,B,MM-,Oa from 6ABC,B11
1451,81.98611111111111,C2,0.192,12B,6,B,MM-,Oa from 6ABC,B11
1452,82.48611111111111,C2,0.192,12B,6,B,MM-,Oa from 6ABC,B11
1453,82.98611111111111,C2,0.192,12B,6,B,MM-,Oa from 6ABC,B11
1454,83.48611111111111,C2,0.194,12B,6,B,MM-,Oa from 6ABC,B11
1455,83.98611111111111,C2,0.196,12B,6,B,MM-,Oa from 6ABC,B11
1456,84.48611111111111,C2,0.195,12B,6,B,MM-,Oa from 6ABC,B11
1457,84.98611111111111,C2,0.197,12B,6,B,MM-,Oa from 6ABC,B11
1458,85.48611111111111,C2,0.197,12B,6,B,MM-,Oa from 6ABC,B11
1459,85.98611111111111,C2,0.197,12B,6,B,MM-,Oa from 6ABC,B11
1460,86.48611111111111,C2,0.198,12B,6,B,MM-,Oa from 6ABC,B11
1461,86.98611111111111,C2,0.196,12B,6,B,MM-,Oa from 6ABC,B11
1462,87.48611111111111,C2,0.198,12B,6,B,MM-,Oa from 6ABC,B11
1463,87.98611111111111,C2,0.197,12B,6,B,MM-,Oa from 6ABC,B11
1464,88.48611111111111,C2,0.198,12B,6,B,MM-,Oa from 6ABC,B11
1465,88.98611111111111,C2,0.198,12B,6,B,MM-,Oa from 6ABC,B11
1466,89.48611111111111,C2,0.2,12B,6,B,MM-,Oa from 6ABC,B11
1467,89.98611111111111,C2,0.202,12B,6,B,MM-,Oa from 6ABC,B11
1468,90.48611111111111,C2,0.202,12B,6,B,MM-,Oa from 6ABC,B11
1469,90.98611111111111,C2,0.2,12B,6,B,MM-,Oa from 6ABC,B11
1470,91.48611111111111,C2,0.204,12B,6,B,MM-,Oa from 6ABC,B11
1471,91.98611111111111,C2,0.201,12B,6,B,MM-,Oa from 6ABC,B11
1472,0.4861111111111111,C3,0.083,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1473,0.9861111111111109,C3,0.084,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1474,1.4861111111111112,C3,0.085,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1475,1.9861111111111112,C3,0.086,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1476,2.486111111111111,C3,0.087,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1477,2.986111111111111,C3,0.088,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1478,3.4861111111111107,C3,0.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1479,3.986111111111111,C3,0.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1480,4.486111111111111,C3,0.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1481,4.986111111111111,C3,0.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1482,5.486111111111111,C3,0.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1483,5.986111111111111,C3,0.09,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1484,6.486111111111111,C3,0.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1485,6.986111111111111,C3,0.088,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1486,7.486111111111111,C3,0.088,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1487,7.986111111111111,C3,0.094,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1488,8.48611111111111,C3,0.095,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1489,8.98611111111111,C3,0.099,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1490,9.48611111111111,C3,0.098,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1491,9.98611111111111,C3,0.107,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1492,10.48611111111111,C3,0.112,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1493,10.98611111111111,C3,0.12,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1494,11.48611111111111,C3,0.125,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1495,11.98611111111111,C3,0.128,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1496,12.48611111111111,C3,0.131,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1497,12.98611111111111,C3,0.14,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1498,13.48611111111111,C3,0.15,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1499,13.98611111111111,C3,0.158,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1500,14.48611111111111,C3,0.165,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1501,14.98611111111111,C3,0.172,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1502,15.48611111111111,C3,0.175,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1503,15.98611111111111,C3,0.178,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1504,16.48611111111111,C3,0.186,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1505,16.98611111111111,C3,0.188,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1506,17.48611111111111,C3,0.202,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1507,17.98611111111111,C3,0.218,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1508,18.48611111111111,C3,0.233,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1509,18.98611111111111,C3,0.243,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1510,19.48611111111111,C3,0.259,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1511,19.98611111111111,C3,0.275,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1512,20.48611111111111,C3,0.298,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1513,20.98611111111111,C3,0.317,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1514,21.48611111111111,C3,0.346,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1515,21.98611111111111,C3,0.378,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1516,22.48611111111111,C3,0.467,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1517,22.98611111111111,C3,0.559,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1518,23.48611111111111,C3,0.635,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1519,23.98611111111111,C3,0.663,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1520,24.486111111111107,C3,0.751,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1521,24.986111111111114,C3,0.744,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1522,25.48611111111111,C3,0.765,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1523,25.986111111111107,C3,0.795,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1524,26.486111111111114,C3,0.815,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1525,26.98611111111111,C3,0.835,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1526,27.486111111111107,C3,0.854,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1527,27.986111111111114,C3,0.861,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1528,28.48611111111111,C3,0.884,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1529,28.986111111111107,C3,0.897,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1530,29.486111111111114,C3,0.915,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1531,29.98611111111111,C3,0.931,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1532,30.486111111111107,C3,0.941,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1533,30.986111111111114,C3,0.962,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1534,31.48611111111111,C3,0.97,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1535,31.986111111111107,C3,0.987,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1536,32.486111111111114,C3,0.999,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1537,32.986111111111114,C3,1.012,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1538,33.486111111111114,C3,1.027,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1539,33.986111111111114,C3,1.041,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1540,34.486111111111114,C3,1.05,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1541,34.986111111111114,C3,1.062,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1542,35.486111111111114,C3,1.075,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1543,35.986111111111114,C3,1.087,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1544,36.486111111111114,C3,1.098,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1545,36.986111111111114,C3,1.109,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1546,37.486111111111114,C3,1.125,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1547,37.986111111111114,C3,1.143,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1548,38.486111111111114,C3,1.155,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1549,38.986111111111114,C3,1.169,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1550,39.486111111111114,C3,1.185,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1551,39.986111111111114,C3,1.203,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1552,40.486111111111114,C3,1.213,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1553,40.986111111111114,C3,1.22,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1554,41.486111111111114,C3,1.225,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1555,41.986111111111114,C3,1.238,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1556,42.486111111111114,C3,1.255,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1557,42.986111111111114,C3,1.278,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1558,43.486111111111114,C3,1.291,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1559,43.986111111111114,C3,1.289,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1560,44.486111111111114,C3,1.284,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1561,44.986111111111114,C3,1.278,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1562,45.486111111111114,C3,1.268,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1563,45.986111111111114,C3,1.273,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1564,46.486111111111114,C3,1.272,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1565,46.986111111111114,C3,1.261,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1566,47.486111111111114,C3,1.258,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1567,47.986111111111114,C3,1.253,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1568,48.486111111111114,C3,1.228,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1569,48.986111111111114,C3,1.226,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1570,49.486111111111114,C3,1.216,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1571,49.986111111111114,C3,1.184,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1572,50.486111111111114,C3,1.156,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1573,50.986111111111114,C3,1.14,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1574,51.486111111111114,C3,1.136,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1575,51.986111111111114,C3,1.15,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1576,52.486111111111114,C3,1.151,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1577,52.986111111111114,C3,1.148,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1578,53.486111111111114,C3,1.129,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1579,53.986111111111114,C3,1.135,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1580,54.486111111111114,C3,1.125,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1581,54.986111111111114,C3,1.121,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1582,55.486111111111114,C3,1.121,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1583,55.986111111111114,C3,1.132,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1584,56.486111111111114,C3,1.126,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1585,56.986111111111114,C3,1.119,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1586,57.486111111111114,C3,1.127,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1587,57.986111111111114,C3,1.112,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1588,58.486111111111114,C3,1.125,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1589,58.986111111111114,C3,1.119,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1590,59.486111111111114,C3,1.117,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1591,59.986111111111114,C3,1.114,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1592,60.486111111111114,C3,1.107,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1593,60.986111111111114,C3,1.107,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1594,61.486111111111114,C3,1.11,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1595,61.986111111111114,C3,1.119,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1596,62.486111111111114,C3,1.105,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1597,62.986111111111114,C3,1.114,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1598,63.486111111111114,C3,1.119,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1599,63.986111111111114,C3,1.11,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1600,64.48611111111111,C3,1.115,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1601,64.98611111111111,C3,1.111,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1602,65.48611111111111,C3,1.096,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1603,65.98611111111111,C3,1.111,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1604,66.48611111111111,C3,1.099,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1605,66.98611111111111,C3,1.106,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1606,67.48611111111111,C3,1.1,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1607,67.98611111111111,C3,1.1,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1608,68.48611111111111,C3,1.099,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1609,68.98611111111111,C3,1.108,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1610,69.48611111111111,C3,1.112,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1611,69.98611111111111,C3,1.113,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1612,70.48611111111111,C3,1.113,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1613,70.98611111111111,C3,1.114,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1614,71.48611111111111,C3,1.106,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1615,71.98611111111111,C3,1.093,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1616,72.48611111111111,C3,1.091,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1617,72.98611111111111,C3,1.1,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1618,73.48611111111111,C3,1.108,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1619,73.98611111111111,C3,1.106,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1620,74.48611111111111,C3,1.096,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1621,74.98611111111111,C3,1.106,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1622,75.48611111111111,C3,1.101,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1623,75.98611111111111,C3,1.103,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1624,76.48611111111111,C3,1.09,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1625,76.98611111111111,C3,1.098,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1626,77.48611111111111,C3,1.096,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1627,77.98611111111111,C3,1.1,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1628,78.48611111111111,C3,1.105,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1629,78.98611111111111,C3,1.096,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1630,79.48611111111111,C3,1.091,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1631,79.98611111111111,C3,1.095,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1632,80.48611111111111,C3,1.094,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1633,80.98611111111111,C3,1.093,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1634,81.48611111111111,C3,1.1,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1635,81.98611111111111,C3,1.094,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1636,82.48611111111111,C3,1.093,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1637,82.98611111111111,C3,1.098,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1638,83.48611111111111,C3,1.092,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1639,83.98611111111111,C3,1.091,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1640,84.48611111111111,C3,1.085,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1641,84.98611111111111,C3,1.093,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1642,85.48611111111111,C3,1.088,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1643,85.98611111111111,C3,1.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1644,86.48611111111111,C3,1.087,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1645,86.98611111111111,C3,1.086,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1646,87.48611111111111,C3,1.09,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1647,87.98611111111111,C3,1.087,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1648,88.48611111111111,C3,1.091,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1649,88.98611111111111,C3,1.084,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1650,89.48611111111111,C3,1.089,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1651,89.98611111111111,C3,1.093,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1652,90.48611111111111,C3,1.09,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1653,90.98611111111111,C3,1.082,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1654,91.48611111111111,C3,1.091,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1655,91.98611111111111,C3,1.084,14B,7,B,MM- + Thiamine,Oa from 6ABC,C11
1656,0.4861111111111111,C6,0.086,16B,8,B,MM- + AA,Ms from 8ABC,D11
1657,0.9861111111111109,C6,0.086,16B,8,B,MM- + AA,Ms from 8ABC,D11
1658,1.4861111111111112,C6,0.086,16B,8,B,MM- + AA,Ms from 8ABC,D11
1659,1.9861111111111112,C6,0.086,16B,8,B,MM- + AA,Ms from 8ABC,D11
1660,2.486111111111111,C6,0.086,16B,8,B,MM- + AA,Ms from 8ABC,D11
1661,2.986111111111111,C6,0.086,16B,8,B,MM- + AA,Ms from 8ABC,D11
1662,3.4861111111111107,C6,0.087,16B,8,B,MM- + AA,Ms from 8ABC,D11
1663,3.986111111111111,C6,0.087,16B,8,B,MM- + AA,Ms from 8ABC,D11
1664,4.486111111111111,C6,0.088,16B,8,B,MM- + AA,Ms from 8ABC,D11
1665,4.986111111111111,C6,0.089,16B,8,B,MM- + AA,Ms from 8ABC,D11
1666,5.486111111111111,C6,0.089,16B,8,B,MM- + AA,Ms from 8ABC,D11
1667,5.986111111111111,C6,0.09,16B,8,B,MM- + AA,Ms from 8ABC,D11
1668,6.486111111111111,C6,0.09,16B,8,B,MM- + AA,Ms from 8ABC,D11
1669,6.986111111111111,C6,0.09,16B,8,B,MM- + AA,Ms from 8ABC,D11
1670,7.486111111111111,C6,0.09,16B,8,B,MM- + AA,Ms from 8ABC,D11
1671,7.986111111111111,C6,0.092,16B,8,B,MM- + AA,Ms from 8ABC,D11
1672,8.48611111111111,C6,0.092,16B,8,B,MM- + AA,Ms from 8ABC,D11
1673,8.98611111111111,C6,0.093,16B,8,B,MM- + AA,Ms from 8ABC,D11
